baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000027828	159.707300113241	-0.28403860490455	0.139917220335962	-2.03004751111072	0.0423517101182086	0.372638740973602	Ssr3	signal sequence receptor, gamma [Source:MGI Symbol;Acc:MGI:1914687]
ENSMUSG00000003438	126.983324618662	0.477256804887329	0.235144582910262	2.02963129739401	0.042394031123288	0.372657209067612	Timm50	translocase of inner mitochondrial membrane 50 [Source:MGI Symbol;Acc:MGI:1913775]
ENSMUSG00000033285	164.752857081583	0.353920359360846	0.174487815918815	2.02833852608664	0.0425257095082137	0.372727837110694	Wdr3	WD repeat domain 3 [Source:MGI Symbol;Acc:MGI:2443143]
ENSMUSG00000038271	35.3570459781995	0.646372139736277	0.318728148636983	2.02797318812423	0.0425629845292082	0.372727837110694	Iffo1	intermediate filament family orphan 1 [Source:MGI Symbol;Acc:MGI:2444516]
ENSMUSG00000001909	142.215557912302	-0.318041734207854	0.156758306089547	-2.02886687245891	0.0424718517585898	0.372727837110694	Trmt1	tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]
ENSMUSG00000016831	107.4693849212	0.379651814887913	0.187190572469876	2.02815670617712	0.0425442569365359	0.372727837110694	Tox4	TOX high mobility group box family member 4 [Source:MGI Symbol;Acc:MGI:1915389]
ENSMUSG00000063802	130.51366022984	0.423354211381004	0.208887525949569	2.02670891646835	0.0426921900669966	0.373153906576155	Hspbp1	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:MGI Symbol;Acc:MGI:1913495]
ENSMUSG00000032264	77.947583098561	-0.427632863548943	0.210957792011543	-2.02710153282958	0.0426520301572724	0.373153906576155	Zw10	zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478]
ENSMUSG00000033701	96.8831790920555	0.465871152316935	0.230350075966894	2.02244844227397	0.0431300448557767	0.373457818307262	Acbd6	acyl-Coenzyme A binding domain containing 6 [Source:MGI Symbol;Acc:MGI:1919732]
ENSMUSG00000026922	15.4571578118478	0.904420044769964	0.447057473142606	2.02305094781732	0.0430678950684748	0.373457818307262	Agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:MGI Symbol;Acc:MGI:1914762]
ENSMUSG00000047676	18.2795591935705	-0.808830931416396	0.399664516725342	-2.02377468493717	0.042993340059049	0.373457818307262	Rpsa-ps10	ribosomal protein SA, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3704228]
ENSMUSG00000052684	97.4838673858085	-0.820741213679505	0.405455946448044	-2.02424263565383	0.0429451927075645	0.373457818307262	Jun	jun proto-oncogene [Source:MGI Symbol;Acc:MGI:96646]
ENSMUSG00000065990	133.88004366692	0.370082430070966	0.182960452270777	2.02274549214195	0.0430993940349338	0.373457818307262	Aurkaip1	aurora kinase A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913327]
ENSMUSG00000057406	123.619013743448	0.422825494030387	0.208885328634867	2.024199099064	0.0429496702544114	0.373457818307262	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human) [Source:MGI Symbol;Acc:MGI:1276574]
ENSMUSG00000018076	146.491015417971	-0.293538141034959	0.145088054415845	-2.0231723570683	0.0430553806013085	0.373457818307262	Med13l	mediator complex subunit 13-like [Source:MGI Symbol;Acc:MGI:2670178]
ENSMUSG00000059182	8.31447872903858	1.06222666712661	0.524724350443904	2.02435176912983	0.0429339705435732	0.373457818307262	Skap2	src family associated phosphoprotein 2 [Source:MGI Symbol;Acc:MGI:1889206]
ENSMUSG00000032497	27.6116410042544	0.746571118859602	0.368550159980434	2.02569744888793	0.0427957982917399	0.373457818307262	Lrrfip2	leucine rich repeat (in FLII) interacting protein 2 [Source:MGI Symbol;Acc:MGI:1918518]
ENSMUSG00000007617	28.0509775162832	0.698621526806556	0.345383532029033	2.02274127750778	0.043099828789354	0.373457818307262	Homer1	homer homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1347345]
ENSMUSG00000028630	16.7733253637953	-0.777756886636184	0.384750847858769	-2.02145593951148	0.0432325889854076	0.373647329244217	Dyrk2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1330301]
ENSMUSG00000020733	181.80252954253	0.254204279491758	0.125729826027451	2.02182956521594	0.0431939622964118	0.373647329244217	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1 [Source:MGI Symbol;Acc:MGI:1349482]
ENSMUSG00000039108	77.8672505469765	-0.4372242531635	0.216473965461563	-2.01975444128469	0.0434088649598041	0.374426355411042	Lsm14b	LSM14 homolog B (SCD6, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3040677]
ENSMUSG00000038371	9.52507014111348	0.955974588258413	0.473482733996091	2.01902734697461	0.0434843772266345	0.374426355411042	Sbf2	SET binding factor 2 [Source:MGI Symbol;Acc:MGI:1921831]
ENSMUSG00000046034	129.104710696195	0.326890488477968	0.161832650163986	2.01992915611731	0.0433907364953949	0.374426355411042	Otulin	OTU deubiquitinase with linear linkage specificity [Source:MGI Symbol;Acc:MGI:3577015]
ENSMUSG00000024042	21.4475309542124	0.728855715728888	0.360993484363765	2.0190273434255	0.0434843775954971	0.374426355411042	Sik1	salt inducible kinase 1 [Source:MGI Symbol;Acc:MGI:104754]
ENSMUSG00000059743	41.5853031095827	0.665089833438009	0.329659371808395	2.01750622101098	0.0436427124802086	0.375440790277747	Fdps	farnesyl diphosphate synthetase [Source:MGI Symbol;Acc:MGI:104888]
ENSMUSG00000019792	34.5162773563761	-0.700996917239263	0.347602722044104	-2.01666118469096	0.0437308832072721	0.37585030882688	Trmt11	tRNA methyltransferase 11 [Source:MGI Symbol;Acc:MGI:1920931]
ENSMUSG00000035062	9.20774205675171	1.14631266241056	0.56863547737189	2.01590070972808	0.0438103593973891	0.376184411322345	Zc4h2	zinc finger, C4H2 domain containing [Source:MGI Symbol;Acc:MGI:2679294]
ENSMUSG00000037646	64.4656488683551	-0.460587531551076	0.228645655625653	-2.01441628221953	0.0439658463010448	0.377169968499241	Vps13b	vacuolar protein sorting 13B (yeast) [Source:MGI Symbol;Acc:MGI:1916380]
ENSMUSG00000001138	46.6397102684764	0.654245350525839	0.325042889924942	2.01279699019694	0.0441359906941943	0.37730525918734	Cnnm3	cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]
ENSMUSG00000035890	132.865246857778	-0.425396490091109	0.211309116872634	-2.01314782999881	0.0440990797013606	0.37730525918734	Rnf126	ring finger protein 126 [Source:MGI Symbol;Acc:MGI:1917544]
ENSMUSG00000032322	110.482502347306	-0.322464393594465	0.160129481283306	-2.01377279817669	0.0440333928869205	0.37730525918734	Pstpip1	proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396]
ENSMUSG00000033871	25.1977460496058	-0.655985832819934	0.325920707179789	-2.01271603297691	0.0441445117063223	0.37730525918734	Ppargc1b	peroxisome proliferative activated receptor, gamma, coactivator 1 beta [Source:MGI Symbol;Acc:MGI:2444934]
ENSMUSG00000029810	6.79405062407285	1.09063668664221	0.54203453570132	2.01211659923305	0.0442076472831779	0.3774966378605	Tmem176b	transmembrane protein 176B [Source:MGI Symbol;Acc:MGI:1916348]
ENSMUSG00000024483	154.234162322237	-0.337196398441794	0.16768920863661	-2.01084137246133	0.0443422145636399	0.378297069919082	Ankhd1	ankyrin repeat and KH domain containing 1 [Source:MGI Symbol;Acc:MGI:1921733]
ENSMUSG00000034354	77.1772585875368	0.366962040777144	0.182527452990518	2.01044848193991	0.0443837436125827	0.378303021684065	Mtmr3	myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]
ENSMUSG00000020024	65.0592774181099	-0.447219434883099	0.222532047704045	-2.009685523938	0.0444644830404549	0.378642863391373	Cep83	centrosomal protein 83 [Source:MGI Symbol;Acc:MGI:1924298]
ENSMUSG00000024579	13.6087389637621	0.982861578087352	0.489218066406706	2.00904595634917	0.0445322602276202	0.378871800742792	Pcyox1l	prenylcysteine oxidase 1 like [Source:MGI Symbol;Acc:MGI:3606062]
ENSMUSG00000021037	193.308333312578	0.346235408037241	0.172437678208462	2.00788720675462	0.0446552789526087	0.379569871097174	Ahsa1	AHA1, activator of heat shock protein ATPase 1 [Source:MGI Symbol;Acc:MGI:2387603]
ENSMUSG00000026248	50.1673491635219	0.543790901265076	0.271145358143094	2.00553277027924	0.0449061210248154	0.381002940746259	Mrpl44	mitochondrial ribosomal protein L44 [Source:MGI Symbol;Acc:MGI:1916413]
ENSMUSG00000030512	290.709014385906	0.258562369904038	0.12891377952184	2.00570001797389	0.0448882633030642	0.381002940746259	Snrpa1	small nuclear ribonucleoprotein polypeptide A' [Source:MGI Symbol;Acc:MGI:1916231]
ENSMUSG00000011958	122.168228096708	0.364984390359937	0.182225730712078	2.00292455370434	0.0451853871552915	0.38232202008564	Bnip2	BCL2/adenovirus E1B interacting protein 2 [Source:MGI Symbol;Acc:MGI:109327]
ENSMUSG00000033128	82.7068293193671	0.414302832113598	0.206837851727553	2.00303198207318	0.0451738557758432	0.38232202008564	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:MGI Symbol;Acc:MGI:2146207]
ENSMUSG00000033323	40.7407188664537	-0.577765618065782	0.288433982186849	-2.00311216343261	0.0451652507120281	0.38232202008564	Ctdp1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 [Source:MGI Symbol;Acc:MGI:1926953]
ENSMUSG00000001687	85.9646670431254	0.358315882542036	0.179016098012361	2.00158469836213	0.0453294160608163	0.382905732159337	Ubl3	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]
ENSMUSG00000097008	23.5688267223644	-0.791519295893279	0.39546029182711	-2.00151396297285	0.0453370305643598	0.382905732159337	Gm26860	predicted gene, 26860 [Source:MGI Symbol;Acc:MGI:5477354]
ENSMUSG00000092260	8.04666248000128	0.986708492321437	0.493302595017119	2.00020940957587	0.0454776561803296	0.383743610665532	Zfp963	zinc finger protein 963 [Source:MGI Symbol;Acc:MGI:4867078]
ENSMUSG00000046792	22.8257143717626	0.682389513158228	0.341274320945294	1.9995337219281	0.0455506369862822	0.384009692154599	Zfp787	zinc finger protein 787 [Source:MGI Symbol;Acc:MGI:1914359]
ENSMUSG00000022711	94.9617049153193	0.346076856579623	0.173195287278544	1.99818864599381	0.0456962120133926	0.384537151956478	Pmm2	phosphomannomutase 2 [Source:MGI Symbol;Acc:MGI:1859214]
ENSMUSG00000032932	21.7444920708234	0.684062889186623	0.342326860515696	1.99827407103293	0.0456869549800574	0.384537151956478	Hspa13	heat shock protein 70 family, member 13 [Source:MGI Symbol;Acc:MGI:1309463]
ENSMUSG00000022175	178.687281774425	0.293695960287037	0.147020751012314	1.99764970770989	0.0457546501808217	0.384679522618252	Lrp10	low-density lipoprotein receptor-related protein 10 [Source:MGI Symbol;Acc:MGI:1929480]
ENSMUSG00000057147	74.658342151477	0.434855551800732	0.218038638226815	1.9943967515903	0.0461087132410752	0.384842190361541	Dph6	diphthamine biosynthesis 6 [Source:MGI Symbol;Acc:MGI:1913882]
ENSMUSG00000028796	119.019333560333	0.371528047275907	0.186207658589314	1.99523505150409	0.0460172497925445	0.384842190361541	Phc2	polyhomeotic-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1860454]
ENSMUSG00000086446	7.11803796530319	1.17899617568589	0.591260449059344	1.99403862978083	0.0461478330805906	0.384842190361541	Prkag2os1	protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1918411]
ENSMUSG00000006154	9.27015498909419	-1.25821570855092	0.630709428022159	-1.99492135783757	0.0460514577080083	0.384842190361541	Eps8l1	EPS8-like 1 [Source:MGI Symbol;Acc:MGI:1914675]
ENSMUSG00000041375	69.7826245664966	0.400220933433489	0.200629524505494	1.99482570882796	0.0460618923766232	0.384842190361541	Ccdc9	coiled-coil domain containing 9 [Source:MGI Symbol;Acc:MGI:1921443]
ENSMUSG00000020018	38.6923075156218	-0.707401005638411	0.354741800241949	-1.99412926572491	0.0461379297203166	0.384842190361541	Snrpf	small nuclear ribonucleoprotein polypeptide F [Source:MGI Symbol;Acc:MGI:1917128]
ENSMUSG00000021957	180.331407914673	-0.330810445760892	0.165880055517692	-1.99427498820441	0.0461220110671636	0.384842190361541	Tkt	transketolase [Source:MGI Symbol;Acc:MGI:105992]
ENSMUSG00000069892	24.6342073138912	-0.729192716515557	0.365228938431758	-1.99653597999821	0.0458756134398311	0.384842190361541	9930111J21Rik2	RIKEN cDNA 9930111J21 gene 2 [Source:MGI Symbol;Acc:MGI:3711310]
ENSMUSG00000008859	90.5951122349283	-0.353549523590654	0.177092512933897	-1.99641146727995	0.0458891536372813	0.384842190361541	Rala	v-ral simian leukemia viral oncogene homolog A (ras related) [Source:MGI Symbol;Acc:MGI:1927243]
ENSMUSG00000027597	50.4570330324171	-0.580277891025105	0.291202585420494	-1.99269484571089	0.0462948721370124	0.385682567481079	Ahcy	S-adenosylhomocysteine hydrolase [Source:MGI Symbol;Acc:MGI:87968]
ENSMUSG00000070737	7.40304196566697	-1.05548206134789	0.529967264859266	-1.99159859737407	0.0464151174032815	0.385682567481079	Gm12942	predicted gene 12942 [Source:MGI Symbol;Acc:MGI:3758095]
ENSMUSG00000061028	54.7903140238899	-0.47983883879536	0.240855755337754	-1.99222492367881	0.0463463847798934	0.385682567481079	Clasrp	CLK4-associating serine/arginine rich protein [Source:MGI Symbol;Acc:MGI:1855695]
ENSMUSG00000033931	106.712796566973	-0.389430876485023	0.195532953261023	-1.99163808447755	0.0464107815823547	0.385682567481079	Rbm34	RNA binding motif protein 34 [Source:MGI Symbol;Acc:MGI:1098653]
ENSMUSG00000036792	12.3713898340768	-0.904147980563504	0.454438113286283	-1.98959540172617	0.0466355231043145	0.386854029487006	Mbd5	methyl-CpG binding domain protein 5 [Source:MGI Symbol;Acc:MGI:2138934]
ENSMUSG00000000301	8.53894433534272	-1.08845931896091	0.547085894397909	-1.98955836753715	0.0466396061453844	0.386854029487006	Pemt	phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]
ENSMUSG00000039826	34.6850470504813	-0.586076828634797	0.294707309971936	-1.98867421609124	0.0467371737286276	0.387033040366174	Trub2	TruB pseudouridine (psi) synthase homolog 2 (E. coli) [Source:MGI Symbol;Acc:MGI:2442186]
ENSMUSG00000078713	78.0131023284838	-0.531633202270819	0.267390497072846	-1.98822773468268	0.0467865089271576	0.387033040366174	Tomm5	translocase of outer mitochondrial membrane 5 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1915762]
ENSMUSG00000074909	17.155460650414	-0.857100127483783	0.431034065880521	-1.98847421892952	0.0467592675527514	0.387033040366174	Ranbp6	RAN binding protein 6 [Source:MGI Symbol;Acc:MGI:2683212]
ENSMUSG00000026707	20.8221748971809	-0.721337974344742	0.36293295666931	-1.98752403464422	0.0468643551692099	0.387331178093425	Nsun6	NOL1/NOP2/Sun domain family member 6 [Source:MGI Symbol;Acc:MGI:1921705]
ENSMUSG00000042682	95.338304370852	0.376119802782323	0.189322120175763	1.98666591327596	0.0469594315963511	0.387771063939566	Selk	selenoprotein K [Source:MGI Symbol;Acc:MGI:1931466]
ENSMUSG00000020590	16.8628771689318	0.704346787969177	0.354623303859773	1.98618302943704	0.0470130045160744	0.387867753198067	Snx13	sorting nexin 13 [Source:MGI Symbol;Acc:MGI:2661416]
ENSMUSG00000046722	263.387628584202	-0.232395697553649	0.117160820208445	-1.98356154506418	0.0473047396986007	0.388681024313082	Cdc42se1	CDC42 small effector 1 [Source:MGI Symbol;Acc:MGI:1889510]
ENSMUSG00000092730	15.6215436279798	-0.877713076806015	0.442557607360275	-1.98327418218232	0.0473368116307692	0.388681024313082	Snora24	small nucleolar RNA, H/ACA box 24 [Source:MGI Symbol;Acc:MGI:4360223]
ENSMUSG00000021238	7.10318169049386	1.17628174972618	0.592996186600732	1.98362447568011	0.0472977185921648	0.388681024313082	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]
ENSMUSG00000041974	31.1893035696119	0.708785981310263	0.357424474555839	1.98303706591736	0.0473632894171041	0.388681024313082	Spidr	scaffolding protein involved in DNA repair [Source:MGI Symbol;Acc:MGI:1924834]
ENSMUSG00000041079	20.651604016402	0.854266107529639	0.430687239338053	1.98349528266175	0.0473121334764652	0.388681024313082	Rwdd2b	RWD domain containing 2B [Source:MGI Symbol;Acc:MGI:1858215]
ENSMUSG00000047123	13.7027211758543	-0.831967402029812	0.419366843825165	-1.98386547310512	0.0472708388522029	0.388681024313082	Ticam1	toll-like receptor adaptor molecule 1 [Source:MGI Symbol;Acc:MGI:2147032]
ENSMUSG00000059482	9.06122714461292	-0.998010223588744	0.503652088324081	-1.98154687873857	0.0475299776503791	0.389517511807449	2610301B20Rik	RIKEN cDNA 2610301B20 gene [Source:MGI Symbol;Acc:MGI:1914407]
ENSMUSG00000041453	25.4003459026236	-0.710125422452006	0.358546009532263	-1.98056986710964	0.0476395309493986	0.389517511807449	Rpl21	ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340]
ENSMUSG00000003545	6.85517390761164	-1.15716018897995	0.584350519121912	-1.98025012576148	0.0476754299395194	0.389517511807449	Fosb	FBJ osteosarcoma oncogene B [Source:MGI Symbol;Acc:MGI:95575]
ENSMUSG00000087138	7.61546245688222	-1.12427243163202	0.567570704615398	-1.98085000245715	0.0476080974053544	0.389517511807449	Gm15545	predicted gene 15545 [Source:MGI Symbol;Acc:MGI:3782994]
ENSMUSG00000044037	200.618112825456	-0.26017191622723	0.131343809843068	-1.98084642540892	0.0476084986703499	0.389517511807449	Als2cl	ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532]
ENSMUSG00000031333	60.1116663138512	0.553781972415838	0.279794343972321	1.97924648709347	0.0477882613130516	0.389751972768858	Abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]
ENSMUSG00000038412	66.8549854803334	0.501632514650369	0.253404335197196	1.97957353121052	0.0477514696326148	0.389751972768858	Higd1a	HIG1 domain family, member 1A [Source:MGI Symbol;Acc:MGI:1930666]
ENSMUSG00000040151	25.3435010728933	-0.791076748359701	0.399891333852671	-1.97822928728721	0.047902846186706	0.390342893509087	Hs2st1	heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049]
ENSMUSG00000093314	47.4812282982849	-0.582735088226537	0.294743950642468	-1.97708922254832	0.0480315457947385	0.391047690499343	Mir5136	microRNA 5136 [Source:MGI Symbol;Acc:MGI:4950461]
ENSMUSG00000021770	25.4916186263984	0.658742604754522	0.33345213808175	1.97552370947168	0.0482087467119037	0.392145775492351	Samd8	sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880]
ENSMUSG00000026281	206.916962377827	-0.289546355023478	0.146650735802924	-1.97439415109778	0.0483369425947851	0.392662029746369	Dtymk	deoxythymidylate kinase [Source:MGI Symbol;Acc:MGI:108396]
ENSMUSG00000021820	33.3032619641856	-0.609497457505989	0.308845150612054	-1.97347264898969	0.0484417377226227	0.392662029746369	Camk2g	calcium/calmodulin-dependent protein kinase II gamma [Source:MGI Symbol;Acc:MGI:88259]
ENSMUSG00000017631	40.4384491264086	-0.592436425987635	0.300099027611595	-1.97413643990343	0.048366230846874	0.392662029746369	Abr	active BCR-related gene [Source:MGI Symbol;Acc:MGI:107771]
ENSMUSG00000038352	122.205265175056	0.381813713670476	0.193465745629405	1.97354685413853	0.0484332919011622	0.392662029746369	Arl5c	ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]
ENSMUSG00000036270	83.5540345859038	-0.444260909301749	0.225199391978824	-1.97274471035661	0.0485246552551415	0.392990324247278	Edc4	enhancer of mRNA decapping 4 [Source:MGI Symbol;Acc:MGI:2446249]
ENSMUSG00000025277	13.5795644429609	0.996441395946484	0.505396475845256	1.9716033719467	0.0486549019723333	0.393701019016304	Abhd6	abhydrolase domain containing 6 [Source:MGI Symbol;Acc:MGI:1913332]
ENSMUSG00000039065	25.9009804547235	0.639321385334244	0.324361942739124	1.97101232017356	0.0487224666274877	0.39390371143427	Fam173b	family with sequence similarity 173, member B [Source:MGI Symbol;Acc:MGI:1915323]
ENSMUSG00000067825	14.6616594763408	0.915830539712082	0.464866477300491	1.97009374612333	0.0488276275363745	0.394409737684839	Pex26	peroxisomal biogenesis factor 26 [Source:MGI Symbol;Acc:MGI:1921293]
ENSMUSG00000026637	24.9622073233417	-0.608737579762799	0.309227561575429	-1.96857478247233	0.0490019407526531	0.394428392462404	Traf5	TNF receptor-associated factor 5 [Source:MGI Symbol;Acc:MGI:107548]
ENSMUSG00000056310	59.6886085910224	0.449140530522353	0.228294315646755	1.96737500559286	0.0491399936757865	0.394428392462404	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2141161]
ENSMUSG00000030346	57.8994152732376	-0.646036590386021	0.328296527147121	-1.96784472866662	0.0490859059275313	0.394428392462404	Rad51ap1	RAD51 associated protein 1 [Source:MGI Symbol;Acc:MGI:1098224]
ENSMUSG00000030199	51.7877642474437	0.551096351979581	0.280155307308545	1.96711016212389	0.0491705119583462	0.394428392462404	Etv6	ets variant 6 [Source:MGI Symbol;Acc:MGI:109336]
ENSMUSG00000016984	44.4077515618939	-0.572718312520817	0.290979644306964	-1.96824184689922	0.0490402174777288	0.394428392462404	Etaa1	Ewing tumor-associated antigen 1 [Source:MGI Symbol;Acc:MGI:1915395]
ENSMUSG00000000861	16.6806789224225	-0.97681562379626	0.496152497217183	-1.96878102856484	0.0489782417637659	0.394428392462404	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190]
ENSMUSG00000011179	138.580723893902	0.500384602564606	0.254095044350139	1.96928123428918	0.0489208048989381	0.394428392462404	Odc1	ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]
ENSMUSG00000048154	173.757128094485	-0.329023658176127	0.167173581581319	-1.96815582380807	0.0490501114042128	0.394428392462404	Kmt2d	lysine (K)-specific methyltransferase 2D [Source:MGI Symbol;Acc:MGI:2682319]
ENSMUSG00000035778	17.7992253463398	0.719811234849127	0.366421967451497	1.96443253622453	0.0494799527674041	0.396269563898009	Ggta1	glycoprotein galactosyltransferase alpha 1, 3 [Source:MGI Symbol;Acc:MGI:95704]
ENSMUSG00000025035	24.4346164895872	-0.707386589135076	0.360106065960367	-1.96438398572528	0.0494855785677276	0.396269563898009	Arl3	ADP-ribosylation factor-like 3 [Source:MGI Symbol;Acc:MGI:1929699]
ENSMUSG00000028965	49.0954537323071	0.621308208438574	0.316555482536675	1.96271504590539	0.0496792938557622	0.397477251790706	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]
ENSMUSG00000034154	81.951459720477	-0.398568975597266	0.203194278314508	-1.96151672627491	0.0498187757760441	0.398249316277005	Ino80	INO80 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915392]
ENSMUSG00000035683	42.9742085114385	0.736689902067888	0.375866223769783	1.95997899113997	0.0499982459022374	0.398995476558337	Melk	maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]
ENSMUSG00000020471	139.625003789834	0.372605938746741	0.190099906192941	1.96005324888781	0.0499895667906398	0.398995476558337	Pold2	polymerase (DNA directed), delta 2, regulatory subunit [Source:MGI Symbol;Acc:MGI:1097163]
ENSMUSG00000031256	40.3296786186726	-0.586951445551693	0.299782514463744	-1.95792421916816	0.050238905531621	0.400547911720301	Cstf2	cleavage stimulation factor, 3' pre-RNA subunit 2 [Source:MGI Symbol;Acc:MGI:1343054]
ENSMUSG00000030120	171.209812597691	0.317353561661581	0.162115196313647	1.95758059008603	0.0502792467707188	0.400547911720301	Mlf2	myeloid leukemia factor 2 [Source:MGI Symbol;Acc:MGI:1353554]
ENSMUSG00000029406	91.5845812006304	0.400855420590227	0.204877855473648	1.95655806560209	0.0503994493435493	0.401160565436413	Pitpnm2	phosphatidylinositol transfer protein, membrane-associated 2 [Source:MGI Symbol;Acc:MGI:1336192]
ENSMUSG00000028884	158.296499120123	0.346536400444515	0.177292407433841	1.95460372759521	0.0506298610127063	0.402049695558241	Rpa2	replication protein A2 [Source:MGI Symbol;Acc:MGI:1339939]
ENSMUSG00000054716	30.2490728776543	0.70222846324289	0.359286825356799	1.95450657714912	0.0506413377999425	0.402049695558241	Zfp771	zinc finger protein 771 [Source:MGI Symbol;Acc:MGI:2442050]
ENSMUSG00000014606	97.9672664929688	-0.324965804326477	0.166237334948689	-1.95483045025223	0.0506030857962712	0.402049695558241	Slc25a11	solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11 [Source:MGI Symbol;Acc:MGI:1915113]
ENSMUSG00000052369	12.4711901872741	0.841674990231704	0.430803351956956	1.95373361513631	0.0507327287032451	0.402430420749629	Tmem106c	transmembrane protein 106C [Source:MGI Symbol;Acc:MGI:1196384]
ENSMUSG00000044308	60.5247814331084	-0.430830015777091	0.220592847508482	-1.95305523566681	0.0508130504683542	0.402508916174626	Ubr3	ubiquitin protein ligase E3 component n-recognin 3 [Source:MGI Symbol;Acc:MGI:1861100]
ENSMUSG00000024740	330.349121175673	0.248122550470954	0.127052321078367	1.95291631325578	0.0508295123501686	0.402508916174626	Ddb1	damage specific DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1202384]
ENSMUSG00000019804	266.89591527764	0.264750888196848	0.135717564173465	1.95074889391959	0.0510869239691477	0.403512660336021	Snx3	sorting nexin 3 [Source:MGI Symbol;Acc:MGI:1860188]
ENSMUSG00000025645	14.4953611582954	-0.858014548157206	0.439767136323557	-1.9510656374421	0.0510492382413945	0.403512660336021	Ccdc51	coiled-coil domain containing 51 [Source:MGI Symbol;Acc:MGI:1913908]
ENSMUSG00000024754	8.76025590013438	1.143896386697	0.586321716271266	1.95097052514386	0.0510605521311389	0.403512660336021	Tmem2	transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1890373]
ENSMUSG00000014907	71.01781154743	0.512508507964397	0.262840397105848	1.94988484878146	0.0511898453903238	0.403981190410009	Naf1	nuclear assembly factor 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2682306]
ENSMUSG00000002017	74.5783995467745	0.42499814788701	0.218073948259398	1.94887170741494	0.0513107475932376	0.404590703362848	Fam98a	family with sequence similarity 98, member A [Source:MGI Symbol;Acc:MGI:1919972]
ENSMUSG00000021044	23.4776791306073	0.647561328307672	0.332340945650863	1.94848494229164	0.0513569648222141	0.404610781528753	Adck1	aarF domain containing kinase 1 [Source:MGI Symbol;Acc:MGI:1919363]
ENSMUSG00000058729	13.4340944064252	-0.91261291918385	0.468654179457909	-1.94730562360388	0.0514981049145905	0.404681032255331	Lin9	lin-9 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1919818]
ENSMUSG00000043004	45.1826775253651	0.509162620595368	0.261372796050965	1.9480321911393	0.0514111114443534	0.404681032255331	Gng2	guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]
ENSMUSG00000021993	20.8617459700835	-0.836877299011896	0.429920326845229	-1.94658695287318	0.0515842740521906	0.404681032255331	Mipep	mitochondrial intermediate peptidase [Source:MGI Symbol;Acc:MGI:1917728]
