baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	description
ENSMUSG00000021576	286.817130061171	0.146041968382246	0.0934529090589891	1.562733250926	0.118115349996254	0.602190602386761	Pdcd6	programmed cell death 6 [Source:MGI Symbol;Acc:MGI:109283]
ENSMUSG00000020088	352.889027526453	0.141803628870931	0.0908789948572904	1.56035648384545	0.11867566227741	0.603784110584651	Sar1a	SAR1 gene homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:98230]
ENSMUSG00000037211	216.104843287437	-0.163961498688717	0.105280405795344	-1.55737905311122	0.119380516393375	0.604844736903646	Spry1	sprouty homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345139]
ENSMUSG00000071337	176.242530029305	-0.169949337955483	0.109122771355276	-1.55741405615673	0.119372211028258	0.604844736903646	Tia1	cytotoxic granule-associated RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:107914]
ENSMUSG00000036309	682.557537010989	0.126448292014461	0.0812509497896349	1.55626847860666	0.119644263663271	0.604923382878404	Skp1a	S-phase kinase-associated protein 1A [Source:MGI Symbol;Acc:MGI:103575]
ENSMUSG00000003429	2610.33093424977	0.0809385560494749	0.0521021980380637	1.55345761018267	0.1203138488075	0.607049377937636	Rps11	ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1351329]
ENSMUSG00000021040	180.225071862921	-0.166016277772823	0.107030430867797	-1.55111286039655	0.120874639769084	0.608618795696815	Slirp	SRA stem-loop interacting RNA binding protein [Source:MGI Symbol;Acc:MGI:1916394]
ENSMUSG00000027852	366.476778657915	0.142053379657376	0.0917658831330536	1.54799773954564	0.121622840745512	0.61112342865322	Nras	neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]
ENSMUSG00000018286	533.06484464839	-0.117300632247336	0.0758351447077779	-1.54678457724766	0.121915200398635	0.611331982245831	Psmb6	proteasome (prosome, macropain) subunit, beta type 6 [Source:MGI Symbol;Acc:MGI:104880]
ENSMUSG00000023977	169.623203811864	-0.167061586039786	0.108103424982843	-1.54538661532972	0.122252775870983	0.611437715183097	Ubr2	ubiquitin protein ligase E3 component n-recognin 2 [Source:MGI Symbol;Acc:MGI:1861099]
ENSMUSG00000005370	280.068885069101	-0.144600970291513	0.0936158552493309	-1.54462051226677	0.122438081661613	0.611437715183097	Msh6	mutS homolog 6 (E. coli) [Source:MGI Symbol;Acc:MGI:1343961]
ENSMUSG00000040842	200.893485437903	0.169357034071898	0.109728850082769	1.54341391479225	0.122730379660623	0.611644039331163	Szrd1	SUZ RNA binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1098672]
ENSMUSG00000055436	1182.38139487026	-0.100874040312491	0.065568036890433	-1.5384636340578	0.123935293650285	0.612637546908205	Srsf11	serine/arginine-rich splicing factor 11 [Source:MGI Symbol;Acc:MGI:1916457]
ENSMUSG00000029686	292.435787015444	-0.15001244041779	0.0974975044707679	-1.53862851395101	0.123895013293441	0.612637546908205	Cul1	cullin 1 [Source:MGI Symbol;Acc:MGI:1349658]
ENSMUSG00000034932	232.984443760811	0.152113011352465	0.0987004452111318	1.54115831014822	0.123278261183296	0.612637546908205	Mrpl54	mitochondrial ribosomal protein L54 [Source:MGI Symbol;Acc:MGI:1913297]
ENSMUSG00000002319	221.506499347478	0.161298467265434	0.104743047977934	1.53994437224526	0.123573913551911	0.612637546908205	Ipo4	importin 4 [Source:MGI Symbol;Acc:MGI:1923001]
ENSMUSG00000028452	234.041584318559	0.169608306681186	0.110329665332129	1.53728651465232	0.12422316233063	0.612817503238352	Vcp	valosin containing protein [Source:MGI Symbol;Acc:MGI:99919]
ENSMUSG00000051695	1489.54463590699	0.0896906837417828	0.0585156119474113	1.53276503067914	0.125333759647534	0.61507913558306	Pcbp1	poly(rC) binding protein 1 [Source:MGI Symbol;Acc:MGI:1345635]
ENSMUSG00000030180	223.191523561927	-0.157026721413484	0.102428987138563	-1.53303010993424	0.125268436266497	0.61507913558306	Kdm5a	lysine (K)-specific demethylase 5A [Source:MGI Symbol;Acc:MGI:2136980]
ENSMUSG00000006024	245.659841820945	0.157817864779673	0.102991478835567	1.5323390494435	0.125438789653172	0.61507913558306	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]
ENSMUSG00000007659	424.82127814562	0.12611938542093	0.0827350226153777	1.52437723994153	0.127414502295674	0.617314397802303	Bcl2l1	BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]
ENSMUSG00000031568	213.066587266518	0.163848322913593	0.107361875554671	1.52613133914709	0.126977158665808	0.617314397802303	Rwdd4a	RWD domain containing 4A [Source:MGI Symbol;Acc:MGI:2681000]
ENSMUSG00000005161	301.824736814364	-0.140416480666861	0.091820273254161	-1.52925356994075	0.126201594985364	0.617314397802303	Prdx2	peroxiredoxin 2 [Source:MGI Symbol;Acc:MGI:109486]
ENSMUSG00000032434	270.254653890949	0.149554178921676	0.0980234483569156	1.52569799806604	0.127085093321464	0.617314397802303	Cmtm6	CKLF-like MARVEL transmembrane domain containing 6 [Source:MGI Symbol;Acc:MGI:2447165]
ENSMUSG00000020534	422.599026314391	0.133287782067729	0.0872376927324197	1.52786918008661	0.12654502165143	0.617314397802303	Shmt1	serine hydroxymethyltransferase 1 (soluble) [Source:MGI Symbol;Acc:MGI:98299]
ENSMUSG00000025733	225.899298743636	0.159559783312964	0.104659771779536	1.52455695822722	0.127369639931612	0.617314397802303	Rhot2	ras homolog gene family, member T2 [Source:MGI Symbol;Acc:MGI:2384892]
ENSMUSG00000048865	256.111604500197	-0.150474968225809	0.0989095112237903	-1.52133972116542	0.128174607193823	0.618537658873955	Arhgap30	Rho GTPase activating protein 30 [Source:MGI Symbol;Acc:MGI:2684948]
ENSMUSG00000063200	1022.59266307811	-0.0965425292435295	0.0634562386661003	-1.52140327370372	0.128158667858568	0.618537658873955	Nol7	nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]
ENSMUSG00000045328	186.070602493068	-0.172399525698006	0.113424386256855	-1.51995114443555	0.128523254927319	0.618994411576829	Cenpe	centromere protein E [Source:MGI Symbol;Acc:MGI:1098230]
ENSMUSG00000017550	182.024648673795	-0.162725712823113	0.107131284037986	-1.51893738868485	0.128778256711497	0.618999233936722	Atad5	ATPase family, AAA domain containing 5 [Source:MGI Symbol;Acc:MGI:2442925]
ENSMUSG00000026770	763.093919210032	0.111030048803738	0.0734300174717993	1.51205259955683	0.130520481958532	0.625073765482243	Il2ra	interleukin 2 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96549]
ENSMUSG00000075284	603.300277726865	0.114136298687942	0.0754911191652625	1.511916897643	0.13055500477245	0.625073765482243	Wipf1	WAS/WASL interacting protein family, member 1 [Source:MGI Symbol;Acc:MGI:2178801]
ENSMUSG00000078676	205.487815014774	0.165374933438715	0.109468810552281	1.51070366622586	0.130863967922271	0.625324489856026	Casc3	cancer susceptibility candidate 3 [Source:MGI Symbol;Acc:MGI:2179723]
ENSMUSG00000028745	1199.61667798511	0.11382046744535	0.0754300200482717	1.50895449016864	0.131310413282532	0.625779081566841	Capzb	capping protein (actin filament) muscle Z-line, beta [Source:MGI Symbol;Acc:MGI:104652]
ENSMUSG00000040385	552.759433111891	0.115957664808553	0.0768786934392562	1.50831992091767	0.131472667116218	0.625779081566841	Ppp1ca	protein phosphatase 1, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:103016]
ENSMUSG00000029401	428.921115583178	-0.129992947909147	0.086409076294666	-1.50438997248222	0.132480984672844	0.629349239079379	Rilpl2	Rab interacting lysosomal protein-like 2 [Source:MGI Symbol;Acc:MGI:1933112]
ENSMUSG00000030751	531.643673933966	0.120274131951303	0.080032869946183	1.50280918367891	0.132888257043535	0.630055802363996	Psma1	proteasome (prosome, macropain) subunit, alpha type 1 [Source:MGI Symbol;Acc:MGI:1347005]
ENSMUSG00000029363	219.322338138044	0.157480882184498	0.104974541468949	1.50018166291376	0.133567351861164	0.632045896088653	Rfc5	replication factor C (activator 1) 5 [Source:MGI Symbol;Acc:MGI:1919401]
ENSMUSG00000006360	222.027637234059	0.159921246939118	0.107097276482553	1.49323355543192	0.135376061394394	0.63936329770957	Crip1	cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]
ENSMUSG00000025326	382.559696435443	-0.129275459742572	0.086752429176879	-1.49016530106601	0.13618077754253	0.641919835340705	Ube3a	ubiquitin protein ligase E3A [Source:MGI Symbol;Acc:MGI:105098]
ENSMUSG00000038975	403.32218702749	0.129416204445187	0.0874574457400534	1.47976199567783	0.138936774212221	0.644741566418532	Rabggtb	Rab geranylgeranyl transferase, b subunit [Source:MGI Symbol;Acc:MGI:99537]
ENSMUSG00000056076	1061.61938836886	0.0925117228904668	0.0624775075630701	1.4807204464275	0.138681083173621	0.644741566418532	Eif3b	eukaryotic translation initiation factor 3, subunit B [Source:MGI Symbol;Acc:MGI:106478]
ENSMUSG00000015733	374.512131374092	-0.126185935474688	0.0853227649303439	-1.47892459389594	0.139160469403425	0.644741566418532	Capza2	capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]
ENSMUSG00000034994	6136.623136909	0.069885368426877	0.0470929034273921	1.48398937718135	0.137811738775641	0.644741566418532	Eef2	eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]
ENSMUSG00000017221	553.072953511637	0.115140309225319	0.0777389814434727	1.48111419891759	0.138576144815639	0.644741566418532	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:MGI Symbol;Acc:MGI:98858]
ENSMUSG00000035530	821.337687370962	0.103127748141359	0.0696991793530578	1.47961208580334	0.138976799284151	0.644741566418532	Eif1	eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]
ENSMUSG00000020739	410.683507729539	0.128751120596442	0.086988781921998	1.48008878560791	0.138849553954215	0.644741566418532	Nup85	nucleoporin 85 [Source:MGI Symbol;Acc:MGI:3046173]
ENSMUSG00000022360	586.151709269067	-0.118733783256422	0.0801757218338106	-1.48091941725869	0.138628048121744	0.644741566418532	Atad2	ATPase family, AAA domain containing 2 [Source:MGI Symbol;Acc:MGI:1917722]
ENSMUSG00000051853	387.39574946359	0.132370948531235	0.0893530442539975	1.48143747799968	0.138490033951915	0.644741566418532	Arf3	ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432]
ENSMUSG00000027829	344.608906363773	-0.129386401916148	0.0876925924925098	-1.47545417735483	0.140090479001363	0.645369560163178	Ccnl1	cyclin L1 [Source:MGI Symbol;Acc:MGI:1922664]
ENSMUSG00000015889	302.657003742638	0.137025662230963	0.0928106177349722	1.47640071335642	0.139836351329506	0.645369560163178	Lta4h	leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]
ENSMUSG00000032280	203.548069591468	-0.151417930626053	0.102570608284221	-1.47623118512154	0.139881840475512	0.645369560163178	Tle3	transducin-like enhancer of split 3, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104634]
ENSMUSG00000086290	393.330062096186	0.136012457917844	0.0923133224329526	1.47337842830465	0.140649023615082	0.645502204425526	Snhg12	small nucleolar RNA host gene 12 [Source:MGI Symbol;Acc:MGI:1916721]
ENSMUSG00000032116	575.670082713043	0.112827447610036	0.076558475294076	1.47374209291191	0.140551044850501	0.645502204425526	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:105124]
ENSMUSG00000028187	181.326896407575	-0.163222312734352	0.111173883882311	-1.46817136394316	0.142057680657834	0.649355894426019	Rpf1	ribosome production factor 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1917535]
ENSMUSG00000003072	882.177853980286	-0.0953862068848296	0.0649713430501749	-1.46812736826398	0.142069628716321	0.649355894426019	Atp5d	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:MGI Symbol;Acc:MGI:1913293]
ENSMUSG00000007050	520.06393045036	0.112156102237375	0.07643583951817	1.46732348260156	0.142288078630896	0.649355894426019	Lsm2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:90676]
ENSMUSG00000026159	419.943521166705	0.17406521590144	0.118886704607697	1.46412684644444	0.143159293241654	0.650104746255016	Agfg1	ArfGAP with FG repeats 1 [Source:MGI Symbol;Acc:MGI:1333754]
ENSMUSG00000036931	272.525902244553	-0.137978005906652	0.0942106718283474	-1.46456875032214	0.143038613073639	0.650104746255016	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]
ENSMUSG00000013033	311.079671365527	-0.131667079655568	0.0899496855493745	-1.46378588042194	0.143252461526033	0.650104746255016	Lphn1	latrophilin 1 [Source:MGI Symbol;Acc:MGI:1929461]
ENSMUSG00000009079	408.766939952354	0.123771988513127	0.0848086420552447	1.45942660457293	0.144447727935001	0.654310618917466	Ewsr1	Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]
ENSMUSG00000038909	212.619251818922	0.148131563769909	0.10173246081602	1.45608945838634	0.145367891291613	0.656798013105007	Kat7	K(lysine) acetyltransferase 7 [Source:MGI Symbol;Acc:MGI:2182799]
ENSMUSG00000002844	212.121790843602	0.149067083414499	0.102417676947461	1.45548198179664	0.145535874877597	0.656798013105007	Adprh	ADP-ribosylarginine hydrolase [Source:MGI Symbol;Acc:MGI:1098234]
ENSMUSG00000034390	251.585105279695	-0.146135853362667	0.100656324668811	-1.45182981639253	0.146548931158722	0.659284315671426	Cmip	c-Maf inducing protein [Source:MGI Symbol;Acc:MGI:1921690]
ENSMUSG00000044894	1000.15353953283	-0.0944539616515138	0.0650712803431841	-1.45154607613937	0.14662786175376	0.659284315671426	Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII [Source:MGI Symbol;Acc:MGI:107807]
ENSMUSG00000027012	232.536922141134	-0.151045782834232	0.10425037935477	-1.44887513857588	0.14737245523712	0.660196090832465	Dync1i2	dynein cytoplasmic 1 intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107750]
ENSMUSG00000021810	279.111406134014	0.136877083614178	0.0944143745878569	1.44974834829634	0.147128707902701	0.660196090832465	Ecd	ecdysoneless homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917851]
ENSMUSG00000025508	4467.87122899709	0.0785832487433805	0.0543328899533363	1.44632926411372	0.148084871476584	0.662170333556761	Rplp2	ribosomal protein, large P2 [Source:MGI Symbol;Acc:MGI:1914436]
ENSMUSG00000027160	265.945107959367	-0.143832519558372	0.0999258687986637	-1.43939223433898	0.150039423341954	0.666315356878112	Ccdc34	coiled-coil domain containing 34 [Source:MGI Symbol;Acc:MGI:1915451]
ENSMUSG00000042520	473.589362270376	-0.117681346373743	0.0819354393260276	-1.43626918146468	0.150925759949412	0.666315356878112	Ubap2l	ubiquitin-associated protein 2-like [Source:MGI Symbol;Acc:MGI:1921633]
ENSMUSG00000041697	734.561494775466	-0.100148003278132	0.0696444854843104	-1.43798898910228	0.150437178349308	0.666315356878112	Cox6a1	cytochrome c oxidase subunit VIa polypeptide 1 [Source:MGI Symbol;Acc:MGI:103099]
ENSMUSG00000020496	375.306084734586	0.126568930585395	0.0880705549904333	1.43713106609971	0.150680755472108	0.666315356878112	Rnf187	ring finger protein 187 [Source:MGI Symbol;Acc:MGI:1914224]
ENSMUSG00000086841	732.34054088084	0.11070329501149	0.0768819242843494	1.43991316609157	0.149891967647964	0.666315356878112	2410006H16Rik	RIKEN cDNA 2410006H16 gene [Source:MGI Symbol;Acc:MGI:1916471]
ENSMUSG00000020483	861.299160350744	0.0949296777700765	0.0658528522033823	1.44154238721342	0.149431511399064	0.666315356878112	Dynll2	dynein light chain LC8-type 2 [Source:MGI Symbol;Acc:MGI:1915347]
ENSMUSG00000052142	255.564530503191	0.144045260914986	0.100093905837136	1.4391012091122	0.150121849516727	0.666315356878112	Rasal3	RAS protein activator like 3 [Source:MGI Symbol;Acc:MGI:2444128]
ENSMUSG00000025995	301.543481192901	0.133325196753669	0.0931508685584921	1.43128237897159	0.152349302001613	0.667006527929295	Wdr75	WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]
ENSMUSG00000068798	310.269516142117	0.135174696282778	0.0944077173465051	1.43181828861136	0.152195831857818	0.667006527929295	Rap1a	RAS-related protein-1a [Source:MGI Symbol;Acc:MGI:97852]
ENSMUSG00000021868	296.14776890168	-0.132115656160369	0.0922491951376218	-1.43216052956638	0.152097884824673	0.667006527929295	Ppif	peptidylprolyl isomerase F (cyclophilin F) [Source:MGI Symbol;Acc:MGI:2145814]
ENSMUSG00000020444	224.323050404843	0.146096449599726	0.101883633831488	1.43395405233941	0.151585375357473	0.667006527929295	Guk1	guanylate kinase 1 [Source:MGI Symbol;Acc:MGI:95871]
ENSMUSG00000022557	325.782399795925	0.134300957429634	0.0938558372789799	1.4309281268296	0.15245081495963	0.667006527929295	Bop1	block of proliferation 1 [Source:MGI Symbol;Acc:MGI:1334460]
ENSMUSG00000019139	317.391191778952	0.129708011687045	0.0907688595493416	1.42899241359903	0.153006413928746	0.668237689506009	Isyna1	myo-inositol 1-phosphate synthase A1 [Source:MGI Symbol;Acc:MGI:1919030]
ENSMUSG00000028577	285.674416471709	0.135030228675919	0.0946544111125416	1.42656033764101	0.153706663421147	0.669432383230273	Plaa	phospholipase A2, activating protein [Source:MGI Symbol;Acc:MGI:104810]
ENSMUSG00000031715	516.726536504317	-0.110100045835869	0.0772532202920482	-1.42518390067943	0.154104048827322	0.669432383230273	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]
ENSMUSG00000021242	509.935831062771	0.113365793670591	0.079538503894851	1.42529451924893	0.154072083774142	0.669432383230273	Npc2	Niemann-Pick type C2 [Source:MGI Symbol;Acc:MGI:1915213]
ENSMUSG00000021996	197.724741711553	0.153917725533727	0.108416501531894	1.41968910044979	0.155698212679107	0.675153993414563	Esd	esterase D/formylglutathione hydrolase [Source:MGI Symbol;Acc:MGI:95421]
ENSMUSG00000014959	280.581410664026	0.131697035518421	0.0931119024984551	1.41439528121129	0.157245874822491	0.679447157699309	Gorasp2	golgi reassembly stacking protein 2 [Source:MGI Symbol;Acc:MGI:2135962]
ENSMUSG00000020964	187.901927242818	0.150388084028624	0.106326618495605	1.41439731796643	0.157245277137765	0.679447157699309	Sel1l	sel-1 suppressor of lin-12-like (C. elegans) [Source:MGI Symbol;Acc:MGI:1329016]
ENSMUSG00000035478	360.174575064234	0.12544146620701	0.0889506739882979	1.41023626446623	0.158469931061682	0.679803396111308	Mbd3	methyl-CpG binding domain protein 3 [Source:MGI Symbol;Acc:MGI:1333812]
ENSMUSG00000002147	271.649793304822	0.133838513786701	0.0949773663306627	1.40916219260854	0.158787214314453	0.679803396111308	Stat6	signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]
ENSMUSG00000021910	355.143318215871	0.126017040828599	0.0892980519333644	1.41119585590327	0.158186871768689	0.679803396111308	Nisch	nischarin [Source:MGI Symbol;Acc:MGI:1928323]
ENSMUSG00000020463	289.230965714774	-0.133839441058879	0.0948743678743709	-1.41070179498961	0.158332561492367	0.679803396111308	Smek2	SMEK homolog 2, suppressor of mek1 (Dictyostelium) [Source:MGI Symbol;Acc:MGI:2144474]
ENSMUSG00000024456	368.266167823718	0.126540626218631	0.0896613616207046	1.4113172489387	0.158151090675604	0.679803396111308	Diap1	diaphanous homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1194490]
ENSMUSG00000056917	194.301983261598	0.14665512698718	0.104126232188826	1.40843593304356	0.159002025352255	0.679803396111308	Sipa1	signal-induced proliferation associated gene 1 [Source:MGI Symbol;Acc:MGI:107576]
ENSMUSG00000003068	166.372537454612	0.154025227746836	0.109484937954899	1.40681659618134	0.159481780039148	0.680660416734506	Stk11	serine/threonine kinase 11 [Source:MGI Symbol;Acc:MGI:1341870]
ENSMUSG00000043241	227.016836057233	-0.141109326755738	0.100691418319497	-1.40140370560671	0.161093384798953	0.68358817641807	Upf2	UPF2 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:2449307]
ENSMUSG00000030980	300.032012274129	-0.134033093999065	0.0955521601311887	-1.40272175757244	0.160699826619708	0.68358817641807	Knop1	lysine rich nucleolar protein 1 [Source:MGI Symbol;Acc:MGI:1913606]
ENSMUSG00000018160	244.588530916414	-0.13816808304582	0.0985679259721158	-1.40175499974411	0.160988420510512	0.68358817641807	Med1	mediator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1100846]
ENSMUSG00000024669	961.986353417551	-0.0989199946820191	0.0706194653634981	-1.40074686452029	0.161289783110542	0.68358817641807	Cd5	CD5 antigen [Source:MGI Symbol;Acc:MGI:88340]
ENSMUSG00000034088	424.5816013215	-0.118021564930704	0.0844586837301221	-1.39738816328027	0.162296876658081	0.683685915058226	Hdlbp	high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256]
ENSMUSG00000040407	183.306776340814	-0.154514423083999	0.110831701135072	-1.39413562637364	0.163276652672912	0.683685915058226	Akap9	A kinase (PRKA) anchor protein (yotiao) 9 [Source:MGI Symbol;Acc:MGI:2178217]
ENSMUSG00000029591	690.155451576365	-0.112770432706598	0.0807597785996538	-1.39636876997433	0.162603474489832	0.683685915058226	Ung	uracil DNA glycosylase [Source:MGI Symbol;Acc:MGI:109352]
ENSMUSG00000044155	476.891640473125	-0.114426757529637	0.0819554655623881	-1.39620654637768	0.162652305943424	0.683685915058226	Lsm8	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923772]
ENSMUSG00000030263	697.494738604679	-0.11310559344343	0.0809452844815971	-1.39730923385839	0.162320600274233	0.683685915058226	Lrmp	lymphoid-restricted membrane protein [Source:MGI Symbol;Acc:MGI:108424]
ENSMUSG00000045128	391.924533360227	0.125345161634195	0.0898799234004445	1.39458465129905	0.163141126205015	0.683685915058226	Rpl18a	ribosomal protein L18A [Source:MGI Symbol;Acc:MGI:1924058]
ENSMUSG00000011179	401.189782299257	0.119448029866698	0.0855698170923564	1.39591311429095	0.16274066099264	0.683685915058226	Odc1	ornithine decarboxylase, structural 1 [Source:MGI Symbol;Acc:MGI:97402]
ENSMUSG00000024378	262.305973365398	0.137507847437224	0.0987238118963034	1.39285391027707	0.163663972212708	0.684132247482622	Stard4	StAR-related lipid transfer (START) domain containing 4 [Source:MGI Symbol;Acc:MGI:2156764]
ENSMUSG00000014349	267.299200364989	0.136771672706369	0.0982949935668222	1.39144088364368	0.164091774340014	0.684745982990776	Ube2z	ubiquitin-conjugating enzyme E2Z (putative) [Source:MGI Symbol;Acc:MGI:1343160]
ENSMUSG00000090553	716.215659408892	-0.098358288486368	0.0709362458461012	-1.38657307435976	0.165571983449374	0.685057595358445	Snrpe	small nuclear ribonucleoprotein E [Source:MGI Symbol;Acc:MGI:98346]
ENSMUSG00000026547	1631.57677305636	0.0780096995058255	0.0561941380615581	1.388217742932	0.165070751027869	0.685057595358445	Tagln2	transgelin 2 [Source:MGI Symbol;Acc:MGI:1312985]
ENSMUSG00000004880	493.690338023107	0.115681481950043	0.0834136375564203	1.38684135279194	0.165490144312973	0.685057595358445	Lbr	lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281]
ENSMUSG00000004207	361.527408660487	0.121117694616661	0.0871977005198171	1.38900101602031	0.164832441093038	0.685057595358445	Psap	prosaposin [Source:MGI Symbol;Acc:MGI:97783]
ENSMUSG00000025047	434.930031813954	-0.116099470854327	0.0835761015301263	-1.38914676239687	0.16478812652478	0.685057595358445	Pdcd11	programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]
ENSMUSG00000028907	262.699782551256	-0.136657246544976	0.0989025641079794	-1.38173613371415	0.167052735319457	0.688845204692921	Utp11l	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:MGI Symbol;Acc:MGI:1914455]
ENSMUSG00000039473	265.976632425901	-0.134151049983825	0.0970269345967883	-1.38261659549807	0.166782457754418	0.688845204692921	Ubn1	ubinuclein 1 [Source:MGI Symbol;Acc:MGI:1891307]
ENSMUSG00000018677	230.880212658385	-0.13902239719919	0.100689544647622	-1.38070340555933	0.167370173767559	0.688988367350578	Slc25a39	solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]
ENSMUSG00000062169	189.80039638063	-0.14358825807675	0.104554083317782	-1.37333955327529	0.169646811780018	0.689048800513175	Cnih4	cornichon homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1925828]
ENSMUSG00000012535	243.663909028668	-0.135544392955246	0.0985926419303833	-1.374792178213	0.169195883760687	0.689048800513175	Tnpo3	transportin 3 [Source:MGI Symbol;Acc:MGI:1196412]
ENSMUSG00000057497	190.214523169865	0.145377452954841	0.105769999741713	1.37446774425497	0.169296517429566	0.689048800513175	Fam136a	family with sequence similarity 136, member A [Source:MGI Symbol;Acc:MGI:1913738]
ENSMUSG00000005566	1172.77780109853	0.0854757301139141	0.0621263401774382	1.37583720318609	0.168872040543697	0.689048800513175	Trim28	tripartite motif-containing 28 [Source:MGI Symbol;Acc:MGI:109274]
ENSMUSG00000033228	461.081006815373	-0.110144044083153	0.0801304770259105	-1.37455869690552	0.169268301000527	0.689048800513175	Scaf11	SR-related CTD-associated factor 11 [Source:MGI Symbol;Acc:MGI:1919443]
ENSMUSG00000022781	492.760807683014	0.109965746977459	0.0800260914406777	1.37412367638841	0.169403290231064	0.689048800513175	Pak2	p21 protein (Cdc42/Rac)-activated kinase 2 [Source:MGI Symbol;Acc:MGI:1339984]
ENSMUSG00000060636	1017.23279569496	0.0963756603006329	0.0699518571121014	1.37774269732662	0.168282743635915	0.689048800513175	Rpl35a	ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894]
ENSMUSG00000006456	250.372677738893	0.135169498407694	0.0980987065800201	1.37789276862111	0.168236397947131	0.689048800513175	Rbm14	RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092]
ENSMUSG00000027404	1034.99880829426	-0.088239004164982	0.0646957626522256	-1.36390700947934	0.172596834455637	0.694182058140034	Snrpb	small nuclear ribonucleoprotein B [Source:MGI Symbol;Acc:MGI:98342]
ENSMUSG00000066037	230.347668896267	-0.143462270920963	0.105150556215886	-1.36435104181873	0.172457108638772	0.694182058140034	Hnrnpr	heterogeneous nuclear ribonucleoprotein R [Source:MGI Symbol;Acc:MGI:1891692]
ENSMUSG00000025534	270.101859496901	0.133890510327502	0.0979180231960213	1.36737350241914	0.171508263453605	0.694182058140034	Gusb	glucuronidase, beta [Source:MGI Symbol;Acc:MGI:95872]
ENSMUSG00000030057	1678.70453593136	0.0846580344502364	0.0620735522010638	1.36383421680169	0.172619748556775	0.694182058140034	Cnbp	cellular nucleic acid binding protein [Source:MGI Symbol;Acc:MGI:88431]
ENSMUSG00000019907	173.19646361232	-0.148267247906444	0.108512541746935	-1.36636047335637	0.171825848675215	0.694182058140034	Ppp1r12a	protein phosphatase 1, regulatory (inhibitor) subunit 12A [Source:MGI Symbol;Acc:MGI:1309528]
ENSMUSG00000022018	177.71595514865	-0.150485650121815	0.110068198460898	-1.36720371756857	0.171561460433588	0.694182058140034	Rgcc	regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464]
