id	baseMean	symbol	entrezgene	description	xloc	type	group1_vs_group2_log2FoldChange	group1_vs_group2_pvalue	group1_vs_group2_padj	group1_vs_group3_log2FoldChange	group1_vs_group3_pvalue	group1_vs_group3_padj	group1_vs_group4_log2FoldChange	group1_vs_group4_pvalue	group1_vs_group4_padj	group2_vs_group3_log2FoldChange	group2_vs_group3_pvalue	group2_vs_group3_padj	group2_vs_group4_log2FoldChange	group2_vs_group4_pvalue	group2_vs_group4_padj	group3_vs_group4_log2FoldChange	group3_vs_group4_pvalue	group3_vs_group4_padj
ENSMUST00000131607	1552.62422791693	Arhgap30	226652	Rho GTPase activating protein 30	XLOC_001133	protein_coding	-0.968210570685149	4.34704942506607e-08	4.40593498819994e-06	-2.86315696930689	8.12693693307905e-60	1.48900071423888e-57	-2.09287259657631	1.31429960917869e-32	2.76215525217244e-30	-1.89494639862174	9.29344361063959e-28	1.52658163953621e-25	-1.12466202589116	1.02730283721965e-10	1.27662476927879e-08	0.770284372730582	8.19942983247941e-06	0.000285104748749302
ENSMUST00000131736	227.037906588511	4930404N11Rik	432479	RIKEN cDNA 4930404N11 gene	XLOC_003772	protein_coding	-1.43595393201283	6.54187777785219e-08	6.44758450505419e-06	-3.0789663180027	1.005985658905e-31	4.99185453174004e-30	-2.00551830475185	3.67751831796442e-14	1.60229921591554e-12	-1.64301238598987	9.9171703563844e-11	2.44777688364576e-09	-0.569564372739027	0.0262696736881593	0.160025535668152	1.07344801325084	2.21374172381214e-05	0.000690755086790376
ENSMUST00000132001	1735.3693162324	Cln8	26889	ceroid-lipofuscinosis, neuronal 8	XLOC_032442	protein_coding	-0.409388519869666	0.00199261085286732	0.0369560767252186	-1.20069618222832	8.50607613399108e-20	2.44097056286881e-18	-0.634002545029477	1.69734097809799e-06	3.02830211210967e-05	-0.791307662358654	1.63270548598314e-09	3.41625096635212e-08	-0.22461402515981	0.0884009681128739	0.33132395365882	0.566693637198844	1.57449021021651e-05	0.000505641339195599
ENSMUST00000132493	3573.72819106879	Hacd4	66775	3-hydroxyacyl-CoA dehydratase 4	XLOC_024198	protein_coding	0.0438752760204616	0.643086720550768	0.903583946848001	-0.637875137141352	1.34334315102576e-11	2.3730181670345e-10	-0.0927154773837986	0.327921540746915	0.575092523877013	-0.681750413161814	4.71475734596661e-13	1.50398654533948e-11	-0.13659075340426	0.149277934109684	0.434752589435804	0.545159659757554	7.52865326717442e-09	7.52391495392934e-07
ENSMUST00000132833	162.32815961122	Cd28	12487	CD28 antigen	XLOC_000354	protein_coding	-0.878933359278143	0.000602057461768124	0.0151980881683421	-4.24169276314357	1.41921673074838e-70	4.13918904063778e-68	-2.29359778447757	1.10828646235679e-20	8.60789230083746e-19	-3.36275940386543	9.87684540107915e-53	2.82299995253644e-49	-1.41466442519943	5.60793176155154e-10	5.84985056965935e-08	1.948094978666	4.35265347842838e-21	1.5550942715055e-17
ENSMUST00000133697	1425.30922658925	Ssna1	68475	Sjogrens syndrome nuclear autoantigen 1	XLOC_019028
ENSMUST00000023283	1970.3020668974	-0.281448428868257	0.130519554771297	-2.15636982030336	0.0310547993066593	0.237964684660305	Lmf2	105847	lipase maturation factor 2	XLOC_012381
ENSMUST00000027425	9665.77129605865	-0.280137068831497	0.129992940876452	-2.15501754897402	0.0311604609788849	0.238646381484054	Itm2c	64294	integral membrane protein 2C	XLOC_000562
ENSMUST00000022867	1237.58724255509	0.303480221771201	0.140847157002515	2.15467765363401	0.0311870676590743	0.23872221955856	Laptm4b	114128	lysosomal-associated protein transmembrane 4B	XLOC_011462
ENSMUST00000038794	1177.77406456855	-0.277310871638641	0.12874344800849	-2.15398046213858	0.0312417041500095	0.239012416492391	Dpp9	224897	dipeptidylpeptidase 9	XLOC_015081
ENSMUST00000181285	90.8548426769457	-0.62208444305102	0.289078593695708	-2.15195609988972	0.0314008121233976	0.24010112683546	NA	NA	NA	XLOC_005430
ENSMUST00000041965	9649.57896373335	-0.246574390050886	0.114634633685765	-2.15095893904797	0.0314794407745369	0.240498134364796	Cdc42bpb	217866	CDC42 binding protein kinase beta	XLOC_008081
ENSMUST00000150188	504.135207858376	-0.363011857316336	0.168791081922485	-2.15065780242491	0.0315032193360085	0.240498134364796	Grwd1	101612	glutamate-rich WD repeat containing 1	XLOC_031252
ENSMUST00000034091	3495.20532310051	0.210248125947768	0.097757027997456	2.15072133691748	0.0314982011988346	0.240498134364796	Rbl2	19651	retinoblastoma-like 2	XLOC_032938
ENSMUST00000087556	2743.36417596805	0.207093858847347	0.0963164068551273	2.15014103629139	0.03154406049107	0.240681349961495	Smc5	226026	structural maintenance of chromosomes 5	XLOC_016806
ENSMUST00000179836	125.435636525446	0.584855536865715	0.272080810059223	2.149565552743	0.03158959564969	0.240900166184482	Kcnma1	16531	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	XLOC_010729
ENSMUST00000190438	358.607725071321	-0.402502117499336	0.187392008744519	-2.14791505889714	0.0317205038648002	0.241387371583678	NA	NA	NA	XLOC_001424
ENSMUST00000122386	2187.03498227013	-0.456010042621388	0.212292630613501	-2.14802577604117	0.0317117078488233	0.241387371583678	Igf1	16000	insulin-like growth factor 1	XLOC_003070
ENSMUST00000041623	1480.29238960124	0.358813313761103	0.167052442024082	2.14790822219395	0.0317210470809703	0.241387371583678	Enc1	13803	ectodermal-neural cortex 1	XLOC_008865
ENSMUST00000111246	483.105133973169	0.321182644143735	0.149491310134016	2.14850377494051	0.0316737568304227	0.241387371583678	Accs	329470	1-aminocyclopropane-1-carboxylate synthase (non-functional)	XLOC_019723
ENSMUST00000021970	87.5000109041895	-0.56873670532219	0.264906060000666	-2.14693731551766	0.0317982723612237	0.24184625349348	Cxcl14	57266	chemokine (C-X-C motif) ligand 14	XLOC_009365
ENSMUST00000122424	3089.50610012349	0.202949692054888	0.0945885630148895	2.14560498210488	0.0319045076268431	0.242396235244665	Fam20b	215015	family with sequence similarity 20, member B	XLOC_002266
ENSMUST00000092706	358.289812508808	-0.342794185110822	0.159759949188248	-2.14568286264852	0.0318982893620948	0.242396235244665	Cdc6	23834	cell division cycle 6	XLOC_005144
ENSMUST00000110455	923.088825047646	-0.349636335316554	0.163025271826451	-2.14467567757692	0.0319787868847977	0.242831478942956	Hist1h2bk	319184	histone cluster 1, H2bk	XLOC_008373
ENSMUST00000112693	2200.14236501595	0.244346465353493	0.113965766520433	2.14403388678726	0.0320301716828485	0.242900831496411	Rif1	51869	Rap1 interacting factor 1 homolog (yeast)	XLOC_017613
ENSMUST00000080517	484.967397015506	0.296384951904182	0.138235091487336	2.14406449704802	0.0320277192747224	0.242900831496411	2610301B20Rik	67157	RIKEN cDNA 2610301B20 gene	XLOC_022284
ENSMUST00000143814	399.914704686041	-0.376276992465881	0.175508482018774	-2.14392482994429	0.0320389103191333	0.242900831496411	Ino80b	70020	INO80 complex subunit B	XLOC_028506
ENSMUST00000159013	842.987685365755	0.366611175947083	0.171053396678208	2.14325574976314	0.0320925679103489	0.243178625666382	Lss	16987	lanosterol synthase	XLOC_002902
ENSMUST00000049488	1141.15798470143	0.322271502122	0.150436239247447	2.14224646756761	0.0321736540711248	0.243663852851322	Serinc5	218442	serine incorporator 5	XLOC_008835
ENSMUST00000126975	846.067934415054	-0.34086331946688	0.159155001832674	-2.14170661017141	0.0322170984714875	0.243863641025438	Amz1	231842	archaelysin family metallopeptidase 1	XLOC_025952
ENSMUST00000025003	195.930640414082	-0.43709894563811	0.204136573472291	-2.14120839888322	0.0322572360422779	0.243943579507061	Sox8	20681	SRY (sex determining region Y)-box 8	XLOC_014656
ENSMUST00000108912	355.243343808161	0.479326669073408	0.223863935993165	2.14115179806382	0.0322617987032639	0.243943579507061	Cdh26	381409	cadherin-like 26	XLOC_018812
ENSMUST00000145848	167.971436374183	0.420615271438935	0.196509717690369	2.14042987991911	0.0323200419282534	0.244254743097128	NA	NA	NA	XLOC_014313
ENSMUST00000114853	556.957817858053	0.354757504835011	0.165762243495922	2.14015868362531	0.0323419448872583	0.244291085826537	Prkcq	18761	protein kinase C, theta	XLOC_017216
ENSMUST00000178045	199.318293143823	0.362284758419162	0.169321981961781	2.13962035065793	0.0323854606130399	0.244461670744694	NA	NA	NA	XLOC_003496
ENSMUST00000141365	105981.55871709	-0.201328878328837	0.094127764553938	-2.13888940508589	0.0324446263147418	0.244461670744694	Vim	22352	vimentin	XLOC_017229
ENSMUST00000060837	2476.78196043087	-0.286927501619306	0.134152096244255	-2.13882234905139	0.0324500587364554	0.244461670744694	Rab11fip5	52055	RAB11 family interacting protein 5 (class I)	XLOC_028531
ENSMUST00000149823	7612.6394981217	-0.356408263442488	0.166600889280523	-2.13929388361407	0.0324118747482428	0.244461670744694	Myo5a	17918	myosin VA	XLOC_034462
ENSMUST00000180381	519.070450554669	-0.380752487524205	0.177997421405415	-2.13908990657221	0.0324283877015051	0.244461670744694	NA	NA	NA	XLOC_036873
ENSMUST00000003645	1448.60879971621	-0.281385858061922	0.131606283932332	-2.13808831656248	0.0325095759999255	0.244781006646436	Ercc1	13870	excision repair cross-complementing rodent repair deficiency, complementation group 1	XLOC_029244
ENSMUST00000147638	93.6347136341813	-0.554414509221479	0.259379215748831	-2.13746698100262	0.0325600285532749	0.244926245984458	NA	NA	NA	XLOC_011543
ENSMUST00000007757	6213.84314810137	-0.252039819640564	0.117917301410276	-2.13742866081737	0.0325631423532622	0.244926245984458	Tgfbr1	21812	transforming growth factor, beta receptor I	XLOC_022571
ENSMUST00000030677	5277.28678054406	-0.585696754232283	0.274050903929509	-2.13718234763763	0.0325831632199053	0.244947914558478	Map3k6	53608	mitogen-activated protein kinase kinase kinase 6	XLOC_023301
ENSMUST00000116420	603.612061937429	0.276551767512621	0.129524837463328	2.135125377717	0.0327507702075591	0.24527782840189	Trmt5	76357	TRM5 tRNA methyltransferase 5	XLOC_007832
ENSMUST00000079838	3325.93318099916	-0.293773148513683	0.137556699178961	-2.13565133699148	0.0327078436472912	0.24527782840189	Hdac7	56233	histone deacetylase 7	XLOC_012429
ENSMUST00000025815	1073.10189762956	0.275770913812195	0.129138641905599	2.1354639459023	0.0327231321830626	0.24527782840189	Cbwd1	226043	COBW domain containing 1	XLOC_016817
ENSMUST00000120702	355.481373614958	-0.322367455772772	0.150924418952725	-2.13595293597751	0.0326832501627476	0.24527782840189	NA	NA	NA	XLOC_017389
ENSMUST00000029018	293.400639868237	-0.589000583695932	0.275886186719641	-2.13494046475941	0.0327658734745869	0.24527782840189	Zbp1	58203	Z-DNA binding protein 1	XLOC_020463
ENSMUST00000075872	2846.97589647343	0.261797151938806	0.122632318458391	2.13481368720622	0.0327762318207365	0.24527782840189	Mysm1	320713	myb-like, SWIRM and MPN domains 1	XLOC_024260
ENSMUST00000120827	90.6963406966645	-0.545682843080632	0.255619202946198	-2.13474902038359	0.0327815164962291	0.24527782840189	Hopx	74318	HOP homeobox	XLOC_026402
ENSMUST00000066070	10988.5545113334	-0.256877257644789	0.120257282805125	-2.13606404246681	0.0326741941256255	0.24527782840189	Eif3k	73830	eukaryotic translation initiation factor 3, subunit K	XLOC_030965
ENSMUST00000034400	5087.61920921024	0.261433901772544	0.122386176874787	2.13613913309847	0.0326680748761294	0.24527782840189	Cyb5b	66427	cytochrome b5 type B	XLOC_033064
ENSMUST00000162150	853.449960733433	0.230014740577491	0.10777037233029	2.1343040355521	0.0328179011513248	0.245421572660169	Pkp2	67451	plakophilin 2	XLOC_012640
ENSMUST00000075774	1228.29112533189	-0.435351417094579	0.204029673519435	-2.13376519986006	0.0328620059019904	0.245622869427481	Tubb2b	73710	tubulin, beta 2B class IIB	XLOC_009234
ENSMUST00000110695	1572.09023475436	-0.35861676017745	0.168113202765413	-2.1331861762093	0.0329094566726093	0.245848952069137	Bri3	55950	brain protein I3	XLOC_025976
ENSMUST00000023497	229.853583013311	0.386943682675994	0.181411498666502	2.13296117126143	0.0329279115630252	0.245858298927478	Lmln	239833	leishmanolysin-like (metallopeptidase M8 family)	XLOC_012792
ENSMUST00000126715	230.877975337066	0.366616365560264	0.171901294000868	2.13271440271074	0.0329481616886891	0.245881033260082	Pim2	18715	proviral integration site 2	XLOC_036233
ENSMUST00000131328	2600.73000620025	-0.219790360267038	0.10309260655544	-2.13197015392992	0.0330093002200361	0.246208721004455	NA	NA	NA	XLOC_034768
ENSMUST00000142959	439.146262165761	-0.39541767242697	0.185687900886252	-2.12947462133892	0.0332150124125289	0.246712963818841	Aatk	11302	apoptosis-associated tyrosine kinase	XLOC_006884
ENSMUST00000053612	81.14591013667	-0.730495287057075	0.343029026047889	-2.12954365836987	0.0332093068185077	0.246712963818841	A530064D06Rik	328830	RIKEN cDNA A530064D06 gene	XLOC_015040
ENSMUST00000043785	1902.83094181228	-0.221874725838731	0.104154301624936	-2.1302502381295	0.0331509594472977	0.246712963818841	Stap2	106766	signal transducing adaptor family member 2	XLOC_015072
ENSMUST00000026190	644.471290075704	-0.359584884966624	0.16881985453113	-2.12999167642523	0.0331723005598176	0.246712963818841	Loxl4	67573	lysyl oxidase-like 4	XLOC_016927
ENSMUST00000028288	11691.6173884849	-0.342322970411115	0.160693358738706	-2.13028698322092	0.033147927542341	0.246712963818841	Notch1	18128	notch 1	XLOC_019064
ENSMUST00000039782	4973.74817740829	0.207878940638507	0.0975735876019819	2.13048372769153	0.033131697831663	0.246712963818841	Chd6	71389	chromodomain helicase DNA binding protein 6	XLOC_020328
ENSMUST00000032169	945.036601009333	-0.293500493942381	0.137740748981214	-2.13081819369525	0.0331041228983436	0.246712963818841	Abtb1	80283	ankyrin repeat and BTB (POZ) domain containing 1	XLOC_028576
ENSMUST00000033800	186.504394456	0.709949991373383	0.333387296510768	2.1295052295145	0.0332124826836728	0.246712963818841	Plp1	18823	proteolipid protein (myelin) 1	XLOC_037198
ENSMUST00000097432	467.348359486874	0.305463909455463	0.143661307067098	2.12627822822741	0.0334800997666941	0.248294813578529	Serac1	321007	serine active site containing 1	XLOC_014460
ENSMUST00000107570	813.478030358502	0.444138637957444	0.208871785623001	2.12636970873166	0.0334724879054523	0.248294813578529	Lpar1	14745	lysophosphatidic acid receptor 1	XLOC_024051
ENSMUST00000035094	238.028074645607	0.33601795285691	0.158005160348539	2.12662644761537	0.0334511332200908	0.248294813578529	Exog	208194	endo/exonuclease (5-3), endonuclease G-like	XLOC_034834
ENSMUST00000126388	84.6207858186755	-0.500063036739041	0.23526836171706	-2.12550056917738	0.0335448666269911	0.248517205270259	Slc16a11	216867	solute carrier family 16 (monocarboxylic acid transporters), member 11	XLOC_004718
ENSMUST00000035105	58332.0701147617	-0.259992789379681	0.122319690551551	-2.12551869782656	0.0335433555742905	0.248517205270259	Rpsa	16785	ribosomal protein SA	XLOC_034839
ENSMUST00000140592	898.610669650308	-0.249723564572015	0.117524091949856	-2.12487125344959	0.0335973572324159	0.248777115133915	Dpm2	13481	dolichol-phosphate (beta-D) mannosyltransferase 2	XLOC_017466
ENSMUST00000174070	1288.48121457684	-0.269822040593323	0.127047988486447	-2.12378050064214	0.0336885022639921	0.24932283058245	NA	NA	NA	XLOC_018671
ENSMUST00000062117	1078.42613770719	-0.350839868143474	0.165312659298918	-2.12228071117704	0.0338141722760899	0.250010699649542	Rap2a	76108	RAS related protein 2a	XLOC_010549
ENSMUST00000103173	110.176407787609	0.568824955749512	0.26802872076184	2.12225374255674	0.0338164356883748	0.250010699649542	Tnfrsf18	21936	tumor necrosis factor receptor superfamily, member 18	XLOC_023657
ENSMUST00000173923	197.637242536807	0.376085468482646	0.177299611386274	2.12118608462873	0.0339061458272753	0.250544327827089	Fam161a	73873	family with sequence similarity 161, member A	XLOC_004227
ENSMUST00000080511	356.627607314353	-0.513754230288799	0.242293049083672	-2.12038369334888	0.0339737007432767	0.250913776393885	Hist1h1b	56702	histone cluster 1, H1b	XLOC_009075
ENSMUST00000120676	342.049474695571	-0.362322865901207	0.170954751800176	-2.11940798419406	0.0340560026394527	0.251391701301869	NA	NA	NA	XLOC_006179
ENSMUST00000059045	581.175173903964	-0.423112517202627	0.199766643430083	-2.11803387160937	0.0341721991884871	0.25163444551302	Exosc4	109075	exosome component 4	XLOC_011630
ENSMUST00000023231	1236.96451762157	-0.267222693189958	0.126130678462712	-2.11861774190771	0.0341227851061375	0.25163444551302	Tsta3	22122	tissue specific transplantation antigen P35B	XLOC_012201
ENSMUST00000116888	223.589305984529	0.579653955698372	0.273682702043463	2.11797805038594	0.0341769266489939	0.25163444551302	NA	NA	NA	XLOC_019083
ENSMUST00000114840	379.687965477602	0.481205781057964	0.22716018823003	2.11835438598369	0.0341450658654826	0.25163444551302	Thy1	21838	thymus cell antigen 1, theta	XLOC_034200
ENSMUST00000034827	1980.04942368735	-0.235819842306879	0.111335555078031	-2.11810002780875	0.034166597189761	0.25163444551302	Imp3	102462	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)	XLOC_034304
ENSMUST00000004587	238.637724376774	0.550987020809401	0.260502952302488	2.11508935288231	0.0344223325039633	0.253310789811606	Clec11a	20256	C-type lectin domain family 11, member a	XLOC_031196
ENSMUST00000156935	1418.02011329794	-0.188588071108923	0.0891851180731004	-2.11456883371895	0.0344667123010012	0.253376432867083	Dazap1	70248	DAZ associated protein 1	XLOC_002977
ENSMUST00000154040	1131.32207884424	0.237522150661763	0.112320488304897	2.11468231883931	0.0344570323221598	0.253376432867083	Cfap97	66756	cilia and flagella associated protein 97	XLOC_032654
ENSMUST00000189069	2452.30966729469	0.183199126986638	0.0866618544530098	2.11395345902704	0.0345192425902864	0.253632131546418	Kdm5d	20592	lysine (K)-specific demethylase 5D	XLOC_038737
ENSMUST00000021926	1127.80415940317	0.303823330659247	0.143748883323571	2.1135700231866	0.0345520084341212	0.253742421650579	Ercc6l2	76251	excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2	XLOC_008710
ENSMUST00000077196	3904.53300131872	-0.361055803503786	0.170959649144462	-2.11193580070284	0.0346919561681374	0.254639314637315	Krt80	74127	keratin 80	XLOC_012498
ENSMUST00000032768	124.872676132455	0.547560343678973	0.259369316782356	2.11112228104624	0.034761802766606	0.254946277759911	Nr2f2	11819	nuclear receptor subfamily 2, group F, member 2	XLOC_031613
ENSMUST00000181169	2159.94473735837	-0.315301874240324	0.149359029586226	-2.11103322720972	0.0347694559760735	0.254946277759911	NA	NA	NA	XLOC_034974
ENSMUST00000041272	1446.92935382655	-0.304835702369397	0.144447307429356	-2.11035918768151	0.034827429025013	0.255037584261868	Plekhm1	353047	pleckstrin homology domain containing, family M (with RUN domain) member 1	XLOC_006695
ENSMUST00000118525	404.766163709136	0.32946850394651	0.156102229516765	2.11059448008157	0.0348071825355545	0.255037584261868	Ankrd29	225187	ankyrin repeat domain 29	XLOC_015727
ENSMUST00000174236	9693.01755280695	0.298496210764429	0.141449563290682	2.11026604692312	0.0348354463983743	0.255037584261868	Gcnt1	14537	glucosaminyl (N-acetyl) transferase 1, core 2	XLOC_016789
ENSMUST00000101205	1166.67815180973	0.453945967569181	0.215151035672536	2.10989441045543	0.0348674518266024	0.255141195112122	Col4a6	94216	collagen, type IV, alpha 6	XLOC_038517
ENSMUST00000105350	202.072377877806	-0.44454116837979	0.210817104275031	-2.10865797587203	0.0349741146865443	0.255744602698667	Mex3d	237400	mex3 homolog D (C. elegans)	XLOC_003737
ENSMUST00000000291	274.545472823979	-0.362044022028518	0.17170497092945	-2.10852382472535	0.0349857041687701	0.255744602698667	Mnt	17428	max binding protein	XLOC_004801
ENSMUST00000006217	2755.87487470957	-0.243108547793139	0.115319249965007	-2.10813500666116	0.035019313163768	0.255859409214421	Snf8	27681	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	XLOC_005068
ENSMUST00000150038	265.890697403328	-0.379487438169757	0.180078037071412	-2.10734992640588	0.0350872586378462	0.255963253289158	NA	NA	NA	XLOC_016196
ENSMUST00000168566	387.661612770637	0.312005487647268	0.148046106974616	2.10748863325912	0.0350752459504268	0.255963253289158	Zmat3	22401	zinc finger matrin type 3	XLOC_021473
ENSMUST00000086829	1119.08435404769	0.297337719161577	0.14107759154612	2.1076183389789	0.0350640159816122	0.255963253289158	Bicd1	12121	bicaudal D homolog 1 (Drosophila)	XLOC_028024
ENSMUST00000088610	1738.59544854283	-0.475245369231415	0.225542033597476	-2.1071254951952	0.0351067029096652	0.255974434327564	Romo1	67067	reactive oxygen species modulator 1	XLOC_018567
ENSMUST00000118708	305.762880563216	-0.450525207683117	0.213881250713699	-2.10642684283809	0.0351672916504059	0.256025703430921	NA	NA	NA	XLOC_019237
ENSMUST00000171143	2186.18499917841	0.22334336791145	0.10601419365493	2.10673080850305	0.0351409200882882	0.256025703430921	Fam102b	329739	family with sequence similarity 102, member B	XLOC_022042
ENSMUST00000101253	1344.98615651006	-0.374025340605746	0.177564071174866	-2.10642467325163	0.0351674799408648	0.256025703430921	Ccdc142	243510	coiled-coil domain containing 142	XLOC_027534
ENSMUST00000173380	618.467592346359	-0.243209061063176	0.115498101473622	-2.10574076941621	0.0352268763525976	0.256327540710271	Gpank1	81845	G patch domain and ankyrin repeats 1	XLOC_014049
ENSMUST00000189068	24460.2938766731	-0.313232377940701	0.148790793219905	-2.10518655867208	0.0352750718253314	0.256547608883365	Ly6a	110454	lymphocyte antigen 6 complex, locus A	XLOC_012178
ENSMUST00000167415	467.390443189968	-0.429402289644682	0.203994649652195	-2.1049683919495	0.0352940595484492	0.256555139881428	NA	NA	NA	XLOC_028667
ENSMUST00000042792	1273.45296915784	0.429098207410848	0.203931894463013	2.1041250489078	0.0353675403452908	0.256958576041968	Scn7a	20272	sodium channel, voltage-gated, type VII, alpha	XLOC_019357
ENSMUST00000109187	192.951061799722	-0.571275799169305	0.271534684198676	-2.10387781897989	0.0353891063113126	0.25698461295476	NA	NA	NA	XLOC_009282
ENSMUST00000103122	75347.7513904897	-0.33801987742764	0.160692843570394	-2.10351543925206	0.0354207371181748	0.25708367402531	Tgm2	21817	transglutaminase 2, C polypeptide	XLOC_020308
ENSMUST00000027579	14773.8062559922	-0.230839898143618	0.109781427713959	-2.10272268224715	0.0354900181109979	0.257445023582075	Actr3	74117	ARP3 actin-related protein 3	XLOC_002045
ENSMUST00000091609	5443.06963049952	-0.261302441368812	0.124279788602424	-2.10253368071561	0.0355065524792017	0.257445023582075	Cltb	74325	clathrin, light polypeptide (Lcb)	XLOC_009337
ENSMUST00000107024	336.861260360909	-0.415328746083041	0.197561528344268	-2.1022754256046	0.0355291559643168	0.25747827986108	Arhgap27	544817	Rho GTPase activating protein 27	XLOC_006694
ENSMUST00000110324	105.227386439477	0.629066512805366	0.29938757431986	2.10117776008059	0.0356253649188786	0.257913926066714	Fbln7	70370	fibulin 7	XLOC_018286
ENSMUST00000130880	114.235536449343	0.488967551656985	0.23270781973959	2.10120808232469	0.0356227042318433	0.257913926066714	Gemin8	237221	gem (nuclear organelle) associated protein 8	XLOC_037463
ENSMUST00000136960	2949.66471773267	-0.25924243703505	0.12340574346968	-2.10073234637369	0.0356644681904913	0.258066286030538	Sh2b3	16923	SH2B adaptor protein 3	XLOC_026718
ENSMUST00000185610	698.717294403165	-0.417617841330084	0.198849047847372	-2.10017521255938	0.0357134310040904	0.258165952467306	Ptpn18	19253	protein tyrosine phosphatase, non-receptor type 18	XLOC_000154
ENSMUST00000178140	179.993112409115	-0.422622784957859	0.201233180669188	-2.10016451338916	0.0357143718443681	0.258165952467306	Fignl2	668225	fidgetin-like 2	XLOC_012495
ENSMUST00000033485	1042.11287961089	-0.20506528452165	0.0976702060362471	-2.09956846456888	0.0357668192903324	0.258414365256896	Prickle3	54630	prickle homolog 3 (Drosophila)	XLOC_036222
ENSMUST00000069476	120.187034997328	-0.475621447814852	0.226583570291371	-2.09909945016417	0.0358081349099709	0.258582140474176	Ldoc1l	223732	leucine zipper, down-regulated in cancer 1-like	XLOC_012351
ENSMUST00000110320	272.66225317151	0.473803713292565	0.225767834169854	2.09863249578814	0.0358493094888766	0.258618113026519	Zc3h6	78751	zinc finger CCCH type containing 6	XLOC_018287
ENSMUST00000030051	15091.9484340473	-0.255269790802972	0.121633804164752	-2.09867472744018	0.0358455839736989	0.258618113026519	Txn1	22166	thioredoxin 1	XLOC_024048
ENSMUST00000167400	2412.22128481004	-0.237004993772493	0.113009358172612	-2.09721564306638	0.03597449034354	0.259066625439071	Mgat1	17308	mannoside acetylglucosaminyltransferase 1	XLOC_004394
ENSMUST00000048073	1193.1989604343	-0.234713046130851	0.111902796326497	-2.09747257294654	0.0359517626147675	0.259066625439071	Pigs	276846	phosphatidylinositol glycan anchor biosynthesis, class S	XLOC_004868
ENSMUST00000033386	74.9957234414843	0.625276416289956	0.298161249055198	2.09710825357524	0.0359839935271538	0.259066625439071	Mrgprf	211577	MAS-related GPR, member F	XLOC_030465
ENSMUST00000026265	857.937613643409	0.20352868955517	0.0970239535625398	2.09771589470408	0.0359302499344515	0.259066625439071	Bbs4	102774	Bardet-Biedl syndrome 4 (human)	XLOC_035291
ENSMUST00000145910	2800.70830626171	0.21509080960043	0.102607539037904	2.09624762095671	0.0360602305560072	0.259223719756488	Strn	268980	striatin, calmodulin binding protein	XLOC_015187
ENSMUST00000167861	2646.57606685121	-0.239817347905708	0.114391928731467	-2.09645339986072	0.036041989621213	0.259223719756488	Cuedc2	67116	CUE domain containing 2	XLOC_016972
ENSMUST00000027012	2519.40260937561	-0.271282503709955	0.129410957950997	-2.0962869605886	0.036056742750213	0.259223719756488	Casp4	12363	caspase 4, apoptosis-related cysteine peptidase	XLOC_033907
ENSMUST00000173134	4540.4839524036	-0.227098402077176	0.108410435321349	-2.0948020493047	0.0361885928778426	0.259885015486055	Abhd16a	193742	abhydrolase domain containing 16A	XLOC_014047
ENSMUST00000024839	2390.65959081307	-0.39425060587526	0.188196273141389	-2.09489061230807	0.0361807175700023	0.259885015486055	Sik1	17691	salt inducible kinase 1	XLOC_014742
ENSMUST00000190970	88.5762690688568	0.54008287648271	0.257902981575165	2.09413196072456	0.0362482266825276	0.260173020031153	NA	NA	NA	XLOC_035542
ENSMUST00000033444	314.168515545312	0.473703027192267	0.226225428903893	2.09394244266638	0.0362651078232494	0.260173020031153	Stk26	70415	serine/threonine kinase 26	XLOC_036521
ENSMUST00000180360	1133.7211481256	0.253607918065051	0.121177445727702	2.09286403539924	0.0363612935262928	0.260601427173646	Ehbp1	216565	EH domain binding protein 1	XLOC_005651
ENSMUST00000110690	9131.05636158539	0.295208898873461	0.141045815796063	2.09300004546254	0.0363491504972367	0.260601427173646	Oxct1	67041	3-oxoacid CoA transferase 1	XLOC_011375
ENSMUST00000068110	1496.0902328519	0.302871673145338	0.14477299665155	2.09204534098518	0.0364344599281116	0.260994920718117	Pcdh7	54216	protocadherin 7	XLOC_025317
ENSMUST00000025101	394.467655355313	0.414636095151644	0.198238962888977	2.09159737878502	0.0364745472142028	0.261151179478042	Dync2li1	213575	dynein cytoplasmic 2 light intermediate chain 1	XLOC_014404
ENSMUST00000107358	4448.19704324241	-0.161600197340278	0.0773405279715614	-2.08946333285569	0.0366660353125119	0.262259414740294	Stat5b	20851	signal transducer and activator of transcription 5B	XLOC_006627
ENSMUST00000156857	1820.89791897225	0.191982036400202	0.0918721010279465	2.08966633234831	0.0366477833695516	0.262259414740294	Tsc1	64930	tuberous sclerosis 1	XLOC_017396
ENSMUST00000002883	679.807183323483	0.583773949965805	0.279424114203354	2.08920390292785	0.0366893722594907	0.262295057008695	Sfrp4	20379	secreted frizzled-related protein 4	XLOC_008343
ENSMUST00000146676	1506.26370879347	-0.248886889881881	0.119196560947988	-2.08803750630425	0.0367944515361006	0.262413154053076	Inpp4a	269180	inositol polyphosphate-4-phosphatase, type I	XLOC_000176
